name,player_type,steam_id,reason,banned_time,release,complaint_times,register_days,playing_hours,best_weapon,best_weapon_heatshot,best_map
Summerays,None,76561198275424875,作弊封禁,2020-03-12,Inf,0,None,None,AK47,0.43,inferno
911-,None,76561198962458450,作弊封禁,2020-03-12,Inf,32,None,None,AK47,0.39,mirage
被动的哥,Vip,76561198215089313,作弊封禁,2020-03-12,Inf,44,None,None,AK47,0.68,inferno
我想she点什么,None,76561199028715666,作弊封禁,2020-03-12,Inf,23,None,None,M4A4,0.56,inferno
博叔叔,None,76561198399412149,作弊封禁,2020-03-12,Inf,9,None,None,AWP,0.12,dust2
顾鑫宇傻子,None,76561198817937113,作弊封禁,2020-03-12,Inf,1,None,None,SG 553,0.26,dust2
超级无敌睿睿,None,76561199030719755,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
啥啥不不.,None,76561199033035720,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
ltya15,None,76561199031509254,作弊封禁,2020-03-12,Inf,5,None,None,CT SCAR20,0.79,None
小凯弟弟5,None,76561199030587327,作弊封禁,2020-03-12,Inf,0,None,None,AWP,0.06,None
就炸你气不气,None,76561199017192164,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
反手就是YI枪,Vip,76561198825224619,作弊封禁,2020-03-12,Inf,5,None,None,AK47,0.54,None
听说你对我心动,None,76561199005449131,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
8yixt,None,76561199003372248,作弊封禁,2020-03-12,Inf,0,None,None,AK47,0.25,None
魔王_Dvivier,None,76561199028755819,作弊封禁,2020-03-12,Inf,40,None,None,AK47,0.29,None
阿秋升级版,Vip,76561199032103206,作弊封禁,2020-03-12,Inf,30,None,None,None,None,None
左手一弹指,None,76561199026212907,作弊封禁,2020-03-12,Inf,16,None,None,AK47,0.83,None
千里驰援杨华聪,None,76561199028155397,作弊封禁,2020-03-12,Inf,14,None,None,AK47,0.56,mirage
白给少年不想给,None,76561198402779765,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
xzx062300,None,76561198245160916,作弊封禁,2020-03-12,Inf,1,None,None,USP Silencer On,1.00,None
Reality*雷火杯,None,76561198870523435,作弊封禁,2020-03-12,Inf,3,None,None,AK47,0.67,None
SHI1ee,None,76561198864554148,作弊封禁,2020-03-12,Inf,30,None,None,AWP,0.12,inferno
东北爬山虎giao,None,76561199027662703,作弊封禁,2020-03-12,Inf,22,None,None,AK47,0.49,inferno
chuaN$hot4U,Svip,76561198968993186,作弊封禁,2020-03-12,Inf,54,145,182,None,None,None
k3kj4jogn31jaharyll5000,None,76561198431221980,作弊封禁,2020-03-12,Inf,7,None,None,None,None,None
十二·3·,None,76561199029498441,作弊封禁,2020-03-12,Inf,6,None,None,SG 553,0.64,inferno
theonenhup,Svip,76561199010743055,作弊封禁,2020-03-12,Inf,47,76,68,None,None,None
每天打一把,None,76561198374873975,作弊封禁,2020-03-12,Inf,5,None,None,AUG,0.25,dust2
YinyoungRen|QZ,None,76561199026818304,作弊封禁,2020-03-12,Inf,1,None,None,AWP,0.05,None
我柜孑动了,None,76561199031337856,作弊封禁,2020-03-12,Inf,10,None,None,M4A4,0.45,None
chenzhuo147,Vip,76561198962261361,作弊封禁,2020-03-12,Inf,17,None,None,AK47,0.52,overpass
千里驰援李文鼎,Svip,76561198438275551,作弊封禁,2020-03-12,Inf,5,86,19,None,None,None
雁南飞qqqq,None,76561198856967482,作弊封禁,2020-03-12,Inf,4,None,None,AWP,0.07,inferno
18岁小富婆,None,76561198975825607,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
广安记者,None,76561198125220253,作弊封禁,2020-03-12,Inf,50,None,None,AK47,0.44,inferno
秋啾,Svip,76561199027526592,作弊封禁,2020-03-12,Inf,32,8,28,None,None,None
你午睡了么66,None,76561199029664788,作弊封禁,2020-03-12,Inf,0,None,None,Bizon,0.50,None
源今天百词斩了嘛,None,76561199025995543,作弊封禁,2020-03-12,Inf,6,None,None,None,None,None
赵县狙神,None,76561199031525382,作弊封禁,2020-03-12,Inf,1,None,None,Zeus x27,0.00,None
iN_3FreE,None,76561198295599633,作弊封禁,2020-03-12,Inf,6,None,None,AK47,0.41,mirage
菇凉别晃我晕乃,Vip,76561199026803700,作弊封禁,2020-03-12,Inf,12,None,None,AK47,0.50,inferno
eyoushi19970816,None,76561199029602780,作弊封禁,2020-03-12,Inf,0,None,None,AK47,0.53,None
loya1.,None,76561199030896830,作弊封禁,2020-03-12,Inf,4,None,None,None,None,None
逗比叫来的猴子,None,76561198433429902,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
茄子的小舅子,Vip,76561198976759258,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
春风gg,None,76561199030676669,作弊封禁,2020-03-12,Inf,33,None,None,AK47,0.45,None
a2115472533,None,76561199032798639,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
你和月亮一样红,None,76561199032388238,作弊封禁,2020-03-12,Inf,1,None,None,Desert Eagle,0.92,None
王王黑,None,76561199030813695,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
lalal1l,None,76561199028956267,作弊封禁,2020-03-12,Inf,2,None,None,AK47,0.30,None
随缘AKOnline飘,None,76561198855502309,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
ka9gdqc,None,76561199029687747,作弊封禁,2020-03-12,Inf,3,None,None,SG 553,0.27,None
乌拉！=。=,None,76561199024546058,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
Танакакодзё,None,76561198321561438,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
WDASD111,None,76561198819267282,作弊封禁,2020-03-12,Inf,2,None,None,SG 553,0.00,None
C4先生,None,76561198967924863,作弊封禁,2020-03-12,Inf,1,None,None,Bizon,0.21,dust2
巴索罗缪,None,76561198332443026,作弊封禁,2020-03-12,Inf,1,None,None,AK47,0.09,None
卢本伟丶5555k,None,76561199028239657,作弊封禁,2020-03-12,Inf,10,None,None,AK47,0.63,None
wdnmd爬,None,76561199030714391,作弊封禁,2020-03-12,Inf,7,None,None,AK47,0.92,None
Amo丶1,None,76561199032742824,作弊封禁,2020-03-12,Inf,8,None,None,AK47,0.86,None
电脑玩家乌拉,None,76561199024904574,作弊封禁,2020-03-12,Inf,2,None,None,Galil,0.59,dust2
江湖赌少,None,76561199031564879,作弊封禁,2020-03-12,Inf,1,None,None,SG 553,0.43,None
可爱aa,None,76561199029663966,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
巴珂妍,None,76561199012408292,作弊封禁,2020-03-12,Inf,6,None,None,Galil,0.25,None
wzz992,Vip,76561199030562823,作弊封禁,2020-03-12,Inf,0,None,None,M4A4,0.46,None
益绮丽,None,76561199012087898,作弊封禁,2020-03-12,Inf,6,None,None,AWP,0.18,None
安仔！,Vip,76561198974942993,作弊封禁,2020-03-12,Inf,21,None,None,AK47,0.34,mirage
바람과같다,None,76561198410558021,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
ncf2fb,None,76561199029757256,作弊封禁,2020-03-12,Inf,6,None,None,AWP,0.16,None
可以奶思,None,76561199032518742,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
Flamie_5,None,76561199031489245,作弊封禁,2020-03-12,Inf,10,None,None,AK47,0.57,None
1TapAZZZA,None,76561199028263417,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
我是舔Dog,None,76561199003449584,作弊封禁,2020-03-12,Inf,5,None,None,M4A4,0.28,dust2
RIP`kobe,None,76561199017099334,作弊封禁,2020-03-12,Inf,15,None,None,Galil,0.30,inferno
xxx柯基憨批xxx,None,76561199031275721,作弊封禁,2020-03-12,Inf,10,None,None,AK47,0.80,None
AK1111,Vip,76561199024295579,作弊封禁,2020-03-12,Inf,10,None,None,SG 553,0.51,None
山人自有妙用.,Vip,76561199031422687,作弊封禁,2020-03-12,Inf,0,None,None,SG 553,0.25,None
TheFunnyWind,None,76561198420700866,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
周杰伦分伦♥,None,76561199031784419,作弊封禁,2020-03-12,Inf,3,None,None,AK47,0.68,None
你的小可爱给我,None,76561198242945474,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
我太菜了别喷我,None,76561199021977001,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
胡大哎.,None,76561199031042480,作弊封禁,2020-03-12,Inf,4,None,None,AK47,0.33,None
她与残局是遗憾,None,76561199027810976,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
Korian,None,76561198405028739,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
干上大地球,None,76561198980974513,作弊封禁,2020-03-12,Inf,1,None,None,AK47,0.57,None
onetap.oldsix,Svip,76561199012411224,作弊封禁,2020-03-12,Inf,18,46,90,None,None,None
TETE很菜,Vip,76561199027159063,作弊封禁,2020-03-12,Inf,4,None,None,AWP,0.09,None
今天又流泪了嘛,None,76561199031118665,作弊封禁,2020-03-12,Inf,9,None,None,AWP,0.05,None
shicccc,Svip,76561199026379310,作弊封禁,2020-03-12,Inf,7,32,9,None,None,None
cuzz123,None,76561198961622219,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
frfe755195,None,76561199026223511,作弊封禁,2020-03-12,Inf,0,None,None,M4A4,0.18,None
头孢真好吃,None,76561199031078062,作弊封禁,2020-03-12,Inf,5,None,None,None,None,None
蔚任真,None,76561199013437403,作弊封禁,2020-03-12,Inf,1,None,None,SG 553,0.50,None
胡天闻,None,76561199031870796,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
gkpj225176,None,76561199029953028,作弊封禁,2020-03-12,Inf,6,None,None,AWP,0.04,None
Astralis的狗,None,76561199032131980,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
白给玩家十七,None,76561198869645314,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
三水最帅,Vip,76561198968230138,作弊封禁,2020-03-12,Inf,4,None,None,AWP,0.08,None
眸中烈火,Svip,76561198818382020,作弊封禁,2020-03-12,Inf,26,148,116,None,None,None
fuckinghenry,None,76561199032823449,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
S1mpIeee,Vip,76561198192675905,作弊封禁,2020-03-12,Inf,12,None,None,AK47,0.60,None
简单boy.s1mple,None,76561198211801189,作弊封禁,2020-03-12,Inf,18,None,None,SG 553,0.32,mirage
wubowen02,None,76561198111887520,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
你上不去,None,76561199031968582,作弊封禁,2020-03-12,Inf,2,None,None,Zeus x27,0.00,None
小林菜奈-,None,76561199029121210,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
塞班！！！！,None,76561199031310904,作弊封禁,2020-03-12,Inf,2,None,None,AWP,0.04,None
翔阳,None,76561199015837154,作弊封禁,2020-03-12,Inf,3,None,None,AWP,0.07,None
来自0731,Svip,76561198192333010,作弊封禁,2020-03-12,Inf,23,67,252,None,None,None
vdqchz,Vip,76561199027123485,作弊封禁,2020-03-12,Inf,17,None,None,AK47,0.50,inferno
UsedTo,None,76561198142988890,作弊封禁,2020-03-12,Inf,14,None,None,AK47,0.54,dust2
黑白双煞66,None,76561198972728925,作弊封禁,2020-03-12,Inf,11,None,None,None,None,None
小麻子欸,None,76561198973207393,作弊封禁,2020-03-12,Inf,7,None,None,AWP,0.10,dust2
iKatouMegumi,None,76561198314010470,作弊封禁,2020-03-12,Inf,10,None,None,CT SCAR20,0.82,None
高人坟墓··,None,76561198137774453,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
飘飘欲仙李飘飘,None,76561199030923692,作弊封禁,2020-03-12,Inf,4,None,None,AK47,0.24,None
FPS爱好者4Vqvw,None,76561198823220776,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
GuaiKa418,None,76561198302606578,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
迷你百事可乐,None,76561198425624288,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
栋妖,Vip,76561198844298666,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
一发子弹打进你心,Vip,76561198996243944,作弊封禁,2020-03-12,Inf,34,None,None,AK47,0.37,cache
仨拾,None,76561198814645531,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
爱玩喷子的包子啊,Svip,76561199025170165,作弊封禁,2020-03-12,Inf,43,29,91,None,None,None
qiqi.,None,76561198969021311,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
马媛真美呀,None,76561199026766310,作弊封禁,2020-03-12,Inf,12,None,None,SG 553,0.55,None
2ta74,Vip,76561198997927752,作弊封禁,2020-03-12,Inf,39,None,None,AK47,0.65,None
dxpqdcv,None,76561199029320834,作弊封禁,2020-03-12,Inf,40,None,None,SG 553,0.32,dust2
零加德,None,76561199027577757,作弊封禁,2020-03-12,Inf,54,None,None,AK47,0.44,inferno
cs老兵老mA,None,76561198866728590,作弊封禁,2020-03-12,Inf,36,None,None,AK47,0.49,dust2
NIEOCHAO,Svip,76561198367070215,作弊封禁,2020-03-12,Inf,32,32,87,None,None,None
小PP爱吃肉咩丶,Vip,76561198280207724,作弊封禁,2020-03-12,Inf,4,None,None,SG 553,0.40,None
hgeNDnPORt,None,76561199031131180,作弊封禁,2020-03-12,Inf,0,None,None,AK47,0.95,None
康康不是康康,None,76561199021220417,作弊封禁,2020-03-12,Inf,4,None,None,None,None,None
冬天丢了林公主,Vip,76561199027145352,作弊封禁,2020-03-12,Inf,38,None,None,AK47,0.68,inferno
嘻嘻哈哈47,None,76561199031752822,作弊封禁,2020-03-12,Inf,2,None,None,AK47,0.55,None
Austani,None,76561199032036842,作弊封禁,2020-03-12,Inf,2,None,None,M4A4,0.06,None
yh9793,None,76561198213585605,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
龙鼠龙鼠,None,76561198108843898,作弊封禁,2020-03-12,Inf,4,None,None,AK47,0.17,None
哦系给哦系给,None,76561199030595102,作弊封禁,2020-03-12,Inf,0,None,None,SSG08,1.00,None
虾丸er,None,76561198360667556,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
fiveEinSMIN,None,76561199030331504,作弊封禁,2020-03-12,Inf,12,None,None,SSG08,0.82,None
X`,Vip,76561198293186830,破坏游戏秩序,2020-03-12,2020-05-12,18,None,506,AK47,0.57,inferno
万达老母鸡,None,76561198893995514,作弊封禁,2020-03-12,Inf,10,None,None,Desert Eagle,0.86,None
今晚八点不见不散,None,76561199030707459,作弊封禁,2020-03-12,Inf,4,None,None,AK47,0.64,None
天相星,None,76561199025236255,作弊封禁,2020-03-12,Inf,43,None,None,AK47,0.58,None
广州余汶乐,None,76561199031580418,作弊封禁,2020-03-12,Inf,2,None,None,M4A4,0.74,None
su6m6e,None,76561199027408535,作弊封禁,2020-03-12,Inf,5,None,None,SG 553,0.34,None
deadfishcaicai,None,76561199032001749,作弊封禁,2020-03-12,Inf,1,None,None,SG 553,0.21,None
只有梦想而已1,None,76561199028127921,作弊封禁,2020-03-12,Inf,4,None,None,None,None,None
creazwind,None,76561198257485869,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
清风徐来￥,None,76561199029000238,作弊封禁,2020-03-12,Inf,1,None,None,SG 553,0.37,None
我真的真的开了啊,None,76561199032884567,作弊封禁,2020-03-12,Inf,9,None,None,AK47,0.38,None
TianQEEEE,Vip,76561199019385771,作弊封禁,2020-03-12,Inf,2,None,None,AK47,0.91,None
兔兔敲可爱,None,76561199029556185,作弊封禁,2020-03-12,Inf,6,None,None,AWP,0.00,None
跨下一杆枪biu,None,76561198812175789,作弊封禁,2020-03-12,Inf,1,None,None,AWP,0.07,None
YessShroud,None,76561199012887781,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
飞机不会打灰机,None,76561198891248161,作弊封禁,2020-03-12,Inf,4,None,None,AK47,0.31,None
余成行,None,76561198443842971,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
叶完,None,76561199032065646,作弊封禁,2020-03-12,Inf,17,None,None,AWP,0.09,None
168213640,None,76561199032143142,作弊封禁,2020-03-12,Inf,10,None,None,AK47,0.21,None
尹尧,None,76561198969140577,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
欧尼酱。带斯ki,None,76561198968546193,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
Etitan,None,76561198114064372,作弊封禁,2020-03-12,Inf,8,None,None,SG 553,0.34,mirage
lczsss,None,76561199031162632,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
爱弹珠珠的跳跳虎,Vip,76561198240446970,作弊封禁,2020-03-12,Inf,5,None,None,AWP,0.07,mirage
你好马新宇.,None,76561198899064572,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
AKA灰太狼,None,76561199032893075,作弊封禁,2020-03-12,Inf,6,None,None,None,None,None
超级无敌霹雳睿睿,None,76561199030928744,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
我爱吃蝙蝠,None,76561199033207564,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
随时ATM,None,76561199027035154,作弊封禁,2020-03-12,Inf,9,None,None,AWP,0.11,None
1270765373,None,76561199032835845,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
一分钟白给get！,None,76561199031505421,作弊封禁,2020-03-12,Inf,2,None,None,AWP,0.00,None
s1mpIe^^,None,76561199032983430,作弊封禁,2020-03-12,Inf,6,None,None,None,None,None
周瑜い,None,76561199031762005,作弊封禁,2020-03-12,Inf,0,None,None,AK47,0.06,None
我很厉害16513413,None,76561199028445450,作弊封禁,2020-03-12,Inf,11,None,None,AK47,0.44,None
超稳3115696219,None,76561199033335035,作弊封禁,2020-03-12,Inf,4,None,None,SG 553,0.94,None
此生只爱夏娜一人,None,76561198362251100,作弊封禁,2020-03-12,Inf,29,None,None,AK47,0.45,overpass
就这样一辈子把,Vip,76561199016805416,作弊封禁,2020-03-12,Inf,5,None,None,None,None,None
嘴臭少年s4mple,None,76561199028703430,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
diao炸tian,None,76561199029955643,作弊封禁,2020-03-12,Inf,1,None,None,AK47,0.35,None
..ZywOo.,None,76561199031637951,作弊封禁,2020-03-12,Inf,9,None,None,AWP,0.04,None
打一把举报一把,None,76561199032789079,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
小叮当肯定开了,None,76561199012846970,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
牛掰拉克丝,None,76561199028231407,作弊封禁,2020-03-12,Inf,6,None,None,None,None,None
motkyin,None,76561198129571979,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
锤子丶弟弟,Vip,76561199028567525,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
二刺猿玩家^^,None,76561199033007373,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
嫌疑人黑号,None,76561199032903580,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
用心做鸭,None,76561199005919018,作弊封禁,2020-03-12,Inf,14,None,None,AK47,0.42,inferno
NaVi_SupperShoot,None,76561199030965050,作弊封禁,2020-03-12,Inf,1,None,None,M4A4,0.13,None
YoungAceYue,None,76561198389784184,作弊封禁,2020-03-12,Inf,1,None,None,AK47,0.42,mirage
lwz20020527,None,76561199010322807,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
才才我爱你,None,76561199031939010,作弊封禁,2020-03-12,Inf,1,None,None,SG 553,0.29,None
章鱼哥°,None,76561199031973179,作弊封禁,2020-03-12,Inf,1,None,None,AWP,0.08,None
甘宁い,None,76561199033238108,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
wslxl0812,None,76561198177354882,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
这一枪叫解脱,Svip,76561198408871848,作弊封禁,2020-03-12,Inf,13,859,163,None,None,None
神判,Vip,76561199016604339,作弊封禁,2020-03-12,Inf,4,None,None,None,None,None
Fade丶涛,None,76561199015341961,作弊封禁,2020-03-12,Inf,1,None,None,AK47,0.34,dust2
乌龙院大恶人,Vip,76561199013130279,作弊封禁,2020-03-12,Inf,19,None,None,AWP,0.05,None
XY0测试员,None,76561199032881558,作弊封禁,2020-03-12,Inf,1,None,None,G3SG1(T),0.80,None
ottop,None,76561199032940056,作弊封禁,2020-03-12,Inf,11,None,None,M4A4,0.79,None
EdisonB,None,76561199032274968,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
ut将军,None,76561198970610847,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
亦似天使亦是魔,Vip,76561199032405719,作弊封禁,2020-03-12,Inf,3,None,None,AWP,0.14,None
抠脚丶小仙女儿,None,76561198858408748,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
CDK1V5,None,76561199023491875,作弊封禁,2020-03-12,Inf,25,None,None,AK47,0.63,None
a帧特当,None,76561199032270972,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
SinMr,Vip,76561198140132054,作弊封禁,2020-03-12,Inf,24,None,None,AK47,0.44,overpass
新加坡剑圣,None,76561199024610957,作弊封禁,2020-03-12,Inf,4,None,None,CT SCAR20,0.83,None
肉骨茶の崛起,None,76561199033020946,作弊封禁,2020-03-12,Inf,4,None,None,CT SCAR20,0.33,None
TylooWuzilv,Vip,76561199019870152,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
Deathall,None,76561198104310484,作弊封禁,2020-03-12,Inf,1,None,None,M4A1 Silencer On,0.15,None
你就拉我呗,Vip,76561198847492580,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
迟钝补枪手,Vip,76561199020352381,作弊封禁,2020-03-12,Inf,8,None,None,AK47,0.48,mirage
碎碎廿,None,76561198985744892,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
重新战斗,None,76561199031480494,作弊封禁,2020-03-12,Inf,16,None,None,AK47,0.57,None
亚洲_悍匪,None,76561198998265834,作弊封禁,2020-03-12,Inf,4,None,None,AK47,0.42,mirage
Navi的Boombl4本尊,None,76561199030577185,作弊封禁,2020-03-12,Inf,6,None,None,SG 553,0.33,None
白给青年老八,Svip,76561199026167724,作弊封禁,2020-03-12,Inf,6,5,25,None,None,None
sakhozf7657249,Vip,76561199025743465,作弊封禁,2020-03-12,Inf,11,None,None,AK47,0.53,inferno
凯里欧文运球无解,None,76561199021987473,作弊封禁,2020-03-12,Inf,19,None,None,AK47,0.51,None
提手旁两个土,None,76561199031106524,作弊封禁,2020-03-12,Inf,2,None,None,M4A4,0.33,None
白食,Vip,76561199031926944,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
终是扛下了所有,Vip,76561199026217584,作弊封禁,2020-03-12,Inf,4,None,None,Galil,0.30,dust2
爆头精英i,None,76561199031837761,作弊封禁,2020-03-12,Inf,2,None,None,AK47,0.48,None
黑老大老黑,None,76561198306924984,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
大野兔,None,76561198085703974,作弊封禁,2020-03-12,Inf,15,None,None,AWP,0.11,mirage
无限乐事薯片,None,76561198882388596,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
DNMD_XX,Svip,76561198421740591,作弊封禁,2020-03-12,Inf,8,213,18,None,None,None
xiaojingxian6,Vip,76561199004235171,作弊封禁,2020-03-12,Inf,22,None,None,AK47,0.48,inferno
心态炸裂别怪我,None,76561199031370781,作弊封禁,2020-03-12,Inf,11,None,None,M4A4,0.49,None
我真的只是枪法好,None,76561199031872436,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
鬼灯满月丶,None,76561199031813854,作弊封禁,2020-03-12,Inf,4,None,None,None,None,None
苏卡不列茄子,None,76561199025620528,作弊封禁,2020-03-12,Inf,10,None,None,SG 553,0.47,None
BzNdZrw,None,76561199030997882,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
su11740dai25185,None,76561199030489146,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
shulunkeng19740515,None,76561199029921693,作弊封禁,2020-03-12,Inf,1,None,None,AK47,0.26,None
番茄味香嫩牛腩,None,76561199030858264,作弊封禁,2020-03-12,Inf,12,None,None,AK47,0.31,None
嗨喽十三哈,None,76561199030419189,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
执行正义-大拐,Vip,76561199031660433,作弊封禁,2020-03-12,Inf,8,None,None,M4A4,0.67,None
cytxdy,Vip,76561198977126131,作弊封禁,2020-03-12,Inf,4,None,None,Mac 10,0.38,inferno
501Timberners-lee,Svip,76561198885269265,作弊封禁,2020-03-12,Inf,16,204,182,None,None,None
樱岛麻衣_Y,None,76561199029936313,作弊封禁,2020-03-12,Inf,1,None,None,SG 553,0.14,None
sk763yz,None,76561199027582606,作弊封禁,2020-03-12,Inf,1,None,None,AK47,0.50,None
风雪庙神仙台魏晋,None,76561198355519437,作弊封禁,2020-03-12,Inf,8,None,None,Galil,0.22,dust2
Soraz,None,76561198407311940,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
douyu_99991,Vip,76561199032758639,作弊封禁,2020-03-12,Inf,3,None,None,M4A1 Silencer On,0.51,None
菜无所谓莽就完事,None,76561198949577169,作弊封禁,2020-03-12,Inf,4,None,None,AK47,0.37,dust2
一群小菜菜,None,76561199017100672,作弊封禁,2020-03-12,Inf,3,None,None,SG 553,0.48,None
